CODIGO;FOTO;DESCRIPCION DEL PRODUCTO;ACTIVO;STOCK;
1363-5;N/D;PQ-PITON ABIERTO GALV. P/BUJA 6 5PZ;S;51;
1364-2;N/D;PQ-PITON ABIERTO GALV. P/BUJA 8 4PZ;S;59;
1365-9;N/D;PQ-PLACA TRES MàDULO 12X8 BLANCO;S;13;
1239-3;N/D;PQ-PLOMADA P/PESCA OLIVA NO.02 100GR##;S;14;
1240-9;N/D;PQ-PLOMADA P/PESCA OLIVA NO.03 100GR##;S;15;
1241-6;N/D;PQ-PLOMADA P/PESCA REDONDA NO.02 100GR##;S;9;
1242-3;N/D;PQ-PLOMADA P/PESCA REDONDA NO.03 100GR##;S;;
1243-0;N/D;PQ-PLOMADA P/PESCA REDONDA NO.05 100GR##;S;16;
1244-7;N/D;PQ-PLOMADA P/PESCA REDONDA NO.07 100GR##;S;21;
1366-6;N/D;PQ-PORTA FOCO BASE DISCO LUXEP;S;;
1367-3;N/D;PQ-PORTA FOCO DE CERAMICA;S;71;
1368-0;N/D;PQ-PORTA FOCO SIMPLES NEGRO;S;21;
1369-7;N/D;PQ-REDE 35X35CM P/CASCO;S;44;
1370-3;N/D;PQ-REDUTOR COTO SOLDABLE 25X20MM;S;26;
1371-0;N/D;PQ-REJILLA 10X10 CUADRADO BLANCO;S;107;
1372-7;N/D;PQ-SONBRINHA COLORIDA (JC403) (JC307);S;8;
1374-1;N/D;PQ-TAPON HEMBRA SOLDABLE 20MM;S;22;
1375-8;N/D;PQ-TAPON HEMBRA SOLDABLE 25MM;S;2;
1376-5;N/D;PQ-TAPON MACHO ROSCABLE 20MM;S;37;
1377-2;N/D;PQ-TAPON MACHO ROSCABLE 25MM;S;27;
1378-9;N/D;PQ-TAPON PLASTICO P/PILETA 25MM;S;14;
1379-6;N/D;PQ-TAPON PLASTICO P/PILETA 40MM;S;;
1380-2;N/D;PQ-TARUGO 6MM 12pz;S;29;
1381-9;N/D;PQ-TARUGO 8MM 8pz;S;37;
1382-6;N/D;PQ-TARUGO 10MM C/TOP 4pz;S;-6;
1383-3;N/D;PQ-TEJERA MANICURE 40X80;S;22;
1384-0;N/D;PQ-TIJERA P/TELA PQ.;S;13;
1386-4;N/D;PQ-TOMA SIMPLES EXTERNA CREMA 15A;S;8;
1387-1;N/D;PQ-TORNILLO AUTOPERFURANTE 4.2X13 10pz;S;48;
1388-8;N/D;PQ-TORNILLO AUTOPERFURANTE 4.2X18 10PZ;S;481;
1389-5;N/D;PQ-TORNILLO AUTOPERFURANTE 4.2X25 10pz;S;26;
1390-1;N/D;PQ-TORNILLO CHIPBOARD CAB. CHATA 4.0X16 30pz;S;264;
1391-8;N/D;PQ-TORNILLO CHIPBOARD CAB. CHATA 4.0X25 20pz;S;26;
1392-5;N/D;PQ-TORNILLO CHIPBOARD CAB. CHATA 4.0X40 12pz;S;34;
1393-2;N/D;PQ-TORNILLO CHIPBOARD CAB. CHATA 5.0X45 10pz;S;32;
1394-9;N/D;PQ-TORNILLO CHIPBOARD CAB. CHATA 6.0X50 4pz;S;42;
1402-1;N/D;"PQ-UNION ""T"" SOLDABLE 20MM";S;2;
1403-8;N/D;"PQ-UNION ""T"" SOLDABLE 25MM";S;4;
1404-5;N/D;PQ-UNION CODO SOLDABLE 90ø 20MM TIGRE;S;10;
1405-2;N/D;PQ-UNION CODO SOLDABLE 90ø 25MM TIGRE;S;9;
1406-9;N/D;PQ-UNION LISA SOLDABLE 20MM;S;50;
1407-6;N/D;PQ-UNION LISA SOLDABLE 25MM;S;44;
1408-3;N/D;PQ-VALVULA P/GAS 13KG C/MANGUERA;S;2;
1409-0;N/D;PRECINTA 7,2X200MM 50UN.;S;3;
2021-3;N/D;PRENDEDOR 43MM 100PZ;S;10;
2062-6;N/D;PROJETOR MINI LED HD MULTIMEDIA;S;3;
1929-3;N/D;PUNTA DOBLE DEST. P/TALADRO 10PZ (TL38022);S;24;
1930-9;N/D;RASTRILLO DE HIERRO 33X9CM S/MANGO (TL44263);S;23;
1439-7;N/D;REDUTOR COTO SOLDABLE 25X20MM;S;85;
1441-0;N/D;REGADERA PLAST. 10LTS ROJO METASUL;S;12;
1442-7;N/D;REGADERA PLAST. 5LTS NEGRO METASUL;S;3;
1443-4;N/D;REJILLA 10X10 CUADRADO BLANCO;S;10;
1444-1;N/D;REJILLA 10X10 REDONDA CROMADA CARDINAL;S;40;
1455-7;N/D;REMACHADORA 4 BOCAS ECON.;S;4;
1454-0;N/D;REMACHADORA 4 BOCAS FAMASTIL;S;4;
1949-1;N/D;REMACHE POP ALUMINIO 3,2X16 50PZ;S;25;
1950-7;N/D;REMACHE POP ALUMINIO 4,0X19 50PZ;S;10;
1951-4;N/D;REMACHE POP ALUMINIO 4,8X19 50PZ;S;37;
1457-1;N/D;REMACHE POP ALUMINIO 4,8X25 50PZ;S;12;
1459-5;N/D;REMACHE POP ALUMINIO 6.0X16 50PZ;S;20;
1465-6;N/D;RESISTENCIA D/CORONA COMUN T/C 4400W-220V;S;3;
2091-6;N/D;RESISTENCIA D/CORONA T/C 5400W-220V PRATIMIX;S;24;
2099-2;N/D;RESISTENCIA D/LORENZETTI TIPO L 5500W-220V PRATIMIX;S;8;
1463-2;N/D;RESISTENCIA DUCHA ASTRA 5500W 220V;S;90;
1468-7;N/D;RESISTENCIA DUCHA FORUSSI STILLO 544W-220V;S;60;
1464-9;N/D;RESISTENCIA DUCHA LORENZ.TIP L 3000/4400W-220V WR;S;22;
1467-0;N/D;RESISTENCIA DUCHA LORENZETTI 5.500W LOREN ULTRA;S;12;
1462-5;N/D;RESISTENCIA DUCHA LORENZETTI 6400W ADVANCED/TOPJET;S;3;
2033-6;N/D;RESISTENCIA DUCHA LORENZETTI TIPO L 5500W-220V ORIGINAL;S;;
1469-4;N/D;RODILLO DE LANA ANTI GOTAS 23CM S/MANGO COMPEL;S;37;
1470-0;N/D;RODILLO DE LANA CARNEIRO S/MANGO 23CM COMPEL;S;21;
1471-7;N/D;RODILLO ESPUMA 05CM LUXEP;S;34;
1472-4;N/D;RODILLO ESPUMA 05CM TIGRE;S;16;
1473-1;N/D;RODILLO ESPUMA 09CM LUXEP;S;18;
1474-8;N/D;RODILLO ESPUMA 09CM TIGRE;S;21;
1475-5;N/D;RODILLO ESPUMA 15CM TIGRE;S;29;
1476-2;N/D;RODILLO LANA 15CM TIGRE;S;20;
1477-9;N/D;RODILLO LANA 23CM ANT.C/MANGO TIGRE 1376-230;S;4;
1478-6;N/D;RODILLO LANA 9CM TIGRE;S;22;
1479-3;N/D;RODILLO LANA ANTIGOTAS 23CM C/MANGO LUXEP;S;4;
1481-6;N/D;RUEDA C/BASE GRAND. P/MUEBLE 50MM/40KG;S;;
1486-1;N/D;RUEDA C/BASE PEQ. P/MUEBLE;S;34;
1487-8;N/D;SALERO PLASTICO DE MESA;S;70;
1863-0;N/D;SEMILLA PEPINO SACHE 5G;S;28;
1864-7;N/D;SEMILLA TOMATE SACHE 5G;S;28;
1849-4;N/D;SERRUCHO 22P PARABONI MANGO MADERA;S;3;
1507-3;N/D;SIFON CONJUGANDO COMUM BLANCO GRAP;S;29;
1509-7;N/D;SIFON CORRUGADO DOBLE;S;13;
1513-4;N/D;SILICONA BARRA FINA;S;20;
1514-1;N/D;SILICONA BARRA GROSA;S;-6;
1515-8;N/D;SILICONA GRUESA P/PISTOLA;S;138;
1520-2;N/D;SINO METAL SIMPLES P/ PESCA;S;-2;
1521-9;N/D;SODA CAUSTICA CRISTALIZADA YASY 1KL;S;101;
1522-6;N/D;SODA CAUSTICA CRISTALIZADA YASY 500GR;S;30;
1525-7;N/D;SOLDADOR MANGO MADERA 220V-40W;S;6;
1528-8;N/D;SONBRINHA COLORIDA (JC403)/(JC307) X3;S;;
1543-1;N/D;SOPORTE MOVIL UNIVERSAL P/TV;S;2;
1794-7;N/D;TAPOM DESAGUE HEMBRA 100MM TIGRE 1008*20;S;3;
1562-2;N/D;TAPON HEMBRA SOLDABLE 20MM;S;65;
1563-9;N/D;TAPON HEMBRA SOLDABLE 25MM;S;163;
1992-7;N/D;TAPON HEMBRA SOLDABLE 32MM TIGRE (22080326)*30;S;14;
1993-4;N/D;TAPON HEMBRA SOLDABLE 40MM TIGRE (22080407)*20;S;14;
1564-6;N/D;TAPON MACHO ROSCABLE 20MM;S;115;
1565-3;N/D;TAPON MACHO ROSCABLE 25MM;S;73;
1566-0;N/D;TAPON PLASTICO P/PILETA 25MM;S;73;
1567-7;N/D;TAPON PLASTICO P/PILETA 40MM;S;138;
2095-4;N/D;TARUGO PALSTICO 6MM C/TOP *1000;S;3000;
1570-7;N/D;TARUGO PALSTICO 8MM *1000;S;8823;
2096-1;N/D;TARUGO PALSTICO 8MM C/TOP *1000;S;3000;
2098-5;N/D;TARUGO PLASTICO 10MM *500;S;2000;
1571-4;N/D;TARUGO PLASTICO 10MM C/TOP *500;S;3500;
1572-1;N/D;TARUGO PLASTICO 12MM *250;S;5230;
2097-8;N/D;TARUGO PLASTICO 12MM C/TOP *250;S;2000;
1569-1;N/D;TARUGO PLASTICO 6MM *1000;S;8450;
1921-7;N/D;TAZA PORCELANA 7.5X8 (4545);S;61;
1919-4;N/D;TAZA PORCELANA 8.5X10 (3585);S;65;
1909-5;N/D;TAZA PORCELANA 8.5X9 (3570);S;2;
1910-1;N/D;TAZA PORCELANA 8.5X9 ALTA (3571);S;3;
1716-9;N/D;TE DESAGUE 50MM TIGRE;S;11;
1717-6;N/D;TE LR SOLD. C/ROSCA 20MMX1/2 TIGRE (35488359)*20;S;3;
1718-3;N/D;TE LR SOLD. C/ROSCA 25MMX3/4 TIGRE (35488375)*20;S;11;
1719-0;N/D;TE LR SOLD. C/ROSCA 32MMX3/4 TIGRE (35508384)*15;S;20;
1672-8;N/D;TE SOLDABLE 20MM TIGRE (22200208)*50;S;13;
1673-5;N/D;TE SOLDABLE 25MM TIGRE (22200259)*50;S;144;
1715-2;N/D;TE SOLDABLE 40MM;S;16;
1991-0;N/D;TE SOLDABLE 50MM TIGRE (22200500)*50;S;20;
1573-8;N/D;TEJERA MANICURE 40X80;S;36;
2064-0;N/D;TELA SONBRITE NEGRA 50% 4.20X100MTS;S;1;
1575-2;N/D;"TENAZA CARP. 10"" TRAMONTINA";S;4;
1844-9;N/D;TERMO 2,5LT ATACAMA VERDE;S;6;
1581-3;N/D;TERMO 2.5L AMARILLO;S;4;
1871-5;N/D;TERMO 2.5L CUERINA;S;4;
1582-0;N/D;TERMO 500ML C/TAZA;S;1;
1912-5;N/D;TERMO CRISTAL AZUL 1LT C/PICO (2566);S;7;
2048-0;N/D;TERMO CRISTAL AZUL 1LT C/ROSCA(4835);S;4;
1913-2;N/D;TERMO CRISTAL FENDI 1LT C/PICO (18771);S;2;
2002-2;N/D;TERMO CRISTAL NEGRO 1LT C/ROSCA(3499);S;4;
1891-3;N/D;TERMO CRISTAL ROJO 1LT C/PICO (2567);S;16;
2001-5;N/D;TERMO CRISTAL ROJO 1LT C/ROSCA(3501);S;6;
1584-4;N/D;TERMO OASIS 5 LT AZUL;S;11;
1585-1;N/D;TERMO OASIS 5 LT ROJO;S;22;
1824-1;N/D;TERMOMETRO DIGITAL ECON;S;3;
1586-8;N/D;TERMOMETRO ECOPOWER;S;3;
1594-3;N/D;TIJERA P/TELA PQ.;S;34;
1601-8;N/D;TOMA MULTIPLE 5 TOMA P/ALARGUE LUXEP;S;53;
1602-5;N/D;TOMA SIMPLES EXTERNA CREMA 15A;S;164;
1822-7;N/D;TORNILLO C/ TERUGO 6MM ECOM 50PZ;S;6;
1821-0;N/D;TORNILLO C/ TERUGO 8MM ECOM 50PZ;S;6;
1635-3;N/D;TORNILLO AUTOPERF.P/AGUJA C/FLAN.4.2X13 (123333);S;900;
1636-0;N/D;TORNILLO AUTOPERF.P/AGUJA C/FLAN.4.2X19 (1715);S;500;
1613-1;N/D;TORNILLO AUTOPERF.P/AGUJA C/FLAN.4.2X25 (1716);S;500;
2061-9;N/D;TORNILLO AUTOPERF.P/AGUJA C/HEX.12X1 C/ARANDELA;S;700;
1603-2;N/D;TORNILLO AUTOPERF.P/AGUJA C/HEX.12X1.1/2 C/ARANDELA (123359);S;951;
1604-9;N/D;TORNILLO AUTOPERF.P/AGUJA C/HEX.12X2 C/ARANDELA (1875);S;650;
1605-6;N/D;TORNILLO AUTOPERF.P/AGUJA C/HEX.12X3 C/ARANDELA (0058);S;1000;
1610-0;N/D;TORNILLO AUTOPERF.P/BROCA C/FLAN.4.2X13 (9109);S;500;
1611-7;N/D;TORNILLO AUTOPERF.P/BROCA C/FLAN.4.2X19 (9110);S;900;
1612-4;N/D;TORNILLO AUTOPERF.P/BROCA C/FLAN.4.2X25 (9111);S;500;
1606-3;N/D;TORNILLO AUTOPERF.P/BROCA C/HEX.12X1 C/ARANDELA (998207);S;1700;
1607-0;N/D;TORNILLO AUTOPERF.P/BROCA C/HEX.12X1.1/2 C/ARANDELA (998208);S;2500;
2058-9;N/D;TORNILLO AUTOPERF.P/BROCA C/HEX.12X2 C/ARANDELA (998209);S;500;
2059-6;N/D;TORNILLO AUTOPERF.P/BROCA C/HEX.12X2.1/2 C/ARANDELA (1721);S;600;
2060-2;N/D;TORNILLO AUTOPERF.P/BROCA C/HEX.12X3 C/ARANDELA (1722);S;500;
1608-7;N/D;TORNILLO AUTOPERF.P/BROCA C/HEX.12X3/4 C/ARANDELA (998206);S;600;
1614-8;N/D;TORNILLO AUTOPERFURANTE C/ALAS 4.2X25;S;400;
1615-5;N/D;TORNILLO AUTOPERFURANTE C/ALAS 4.2X32;S;376;
1616-2;N/D;TORNILLO AUTOPERFURANTE C/ALAS 5.5X45;S;376;
1617-9;N/D;TORNILLO BULON C/FRAN. 1/4X2.1/2 C/TUERCA;S;433;
2057-2;N/D;TORNILLO BULON C/FRAN. 1/4X2.1/4 C/TUERCA;S;180;
1618-6;N/D;TORNILLO BULON C/FRAN. 1/4X3.1/2 C/TUERCA;S;195;
1619-3;N/D;TORNILLO BULON C/FRAN. 1/4X4.1/2 C/TUERCA;S;295;
2063-3;N/D;TORNILLO BULON C/FRAN. 3/8X12 C/TUERCA (0058);S;24;
1622-3;N/D;TORNILLO BULON SX MA 8.8 OX M12X100;S;20;
1623-0;N/D;TORNILLO BULON SX MA 8.8 OX M12X150;S;20;
1624-7;N/D;TORNILLO BULON SX MA 8.8 OX M12X170;S;19;
1625-4;N/D;TORNILLO CHIPBOARD CAB, CHATA 4.0X35;S;300;
1626-1;N/D;TORNILLO CHIPBOARD CAB. CHATA 4.0X16;S;748;
1627-8;N/D;TORNILLO CHIPBOARD CAB. CHATA 4.0X20;S;500;
1628-5;N/D;TORNILLO CHIPBOARD CAB. CHATA 4.0X25;S;4794;
1629-2;N/D;TORNILLO CHIPBOARD CAB. CHATA 4.0X30;S;800;
1630-8;N/D;TORNILLO CHIPBOARD CAB. CHATA 4.0X40;S;2012;
1631-5;N/D;TORNILLO CHIPBOARD CAB. CHATA 5.0X35;S;1950;
1632-2;N/D;TORNILLO CHIPBOARD CAB. CHATA 5.0X45;S;825;
1633-9;N/D;TORNILLO CHIPBOARD CAB. CHATA 6.0X50;S;325;
1634-6;N/D;TORNILLO CHIPBOARD CAB. CHATA 6.0X60;S;1000;
1637-7;N/D;TORNILLO TIRAFONDO CAB. HEX. 1/4X40;S;445;
1638-4;N/D;TORNILLO TIRAFONDO CAB. HEX. 1/4X60;S;279;
1639-1;N/D;TORNILLO TIRAFONDO CAB. HEX. 1/4X80;S;114;
1640-7;N/D;TORNILLO TIRAFONDO CAB. HEX. 3/8X40;S;128;
1641-4;N/D;TORNILLO TIRAFONDO CAB. HEX. 3/8X60;S;161;
1642-1;N/D;TORNILLO TIRAFONDO CAB. HEX. 3/8X80;S;202;
1643-8;N/D;TORNILLO TIRAFONDO CAB. HEX. 5/16X50;S;305;
2072-5;N/D;"TORNILLO TIRAFONDO CHIN. 1/4X50CMM 2""";S;100;
2073-2;N/D;"TORNILLO TIRAFONDO CHIN. 1/4X65CMM 2.1/2""";S;100;
2074-9;N/D;"TORNILLO TIRAFONDO CHIN. 3/8X50CMM 2""";S;100;
2075-6;N/D;"TORNILLO TIRAFONDO CHIN. 3/8X65CMM 2.1/2""";S;100;
2076-3;N/D;"TORNILLO TIRAFONDO CHIN. 5/16X50CMM 2""";S;100;
2077-0;N/D;"TORNILLO TIRAFONDO CHIN. 5/16X65CM 2.1/2""";S;100;
1644-5;N/D;TRAMPA ADHESIVO P/INSECTOS;S;121;
1645-2;N/D;TRAMPA ADHESIVO P/RATON;S;98;
1646-9;N/D;TRAMPA METAL P/RATON GRAND.;S;34;
1648-3;N/D;TRAPO FRANELA LARANJA 36X37,5CM;S;62;
1650-6;N/D;TRAPO P/PISO 45X70;S;35;
1651-3;N/D;TRAPO P/PISO 60X90;S;5;
1652-0;N/D;TRAPO REJILLA BLANCA 38X45CM;S;22;
1661-2;N/D;TUBO DESAGUE PVC BL. 50MMX6MTS;S;1;
1662-9;N/D;TUBO FUSIàN PPR VER. 20MMX4M;S;2;
1663-6;N/D;TUBO FUSIàN PPR VER. 25MMX4M;S;2;
1664-3;N/D;TUBO FUSIàN PPR VER. 32MMX4M;S;3;
1665-0;N/D;TUBO SOLDABLE PVC MR. 20MMX1MM 6MTS;S;1;
1669-8;N/D;TUERCA HEX 8 MA M12X1.75X19;S;60;
1963-7;N/D;UNION DESAGUE 40MM TIGRE(27580408)*20;S;12;
1795-4;N/D;UNION DOBLE SOLDABLE 20MM TIRE (22220209)*10;S;200;
1796-1;N/D;UNION DOBLE SOLDABLE 25MM TIGRE (22220250)*10;S;39;
1702-2;N/D;UNION DOBLE SOLDABLE 40MM TIGRE;S;11;
1698-8;N/D;UNION LR SOLD. C/ROSCA 20MMX1/2 TIGRE (35447748)*25;S;92;
1699-5;N/D;UNION LR SOLD. C/ROSCA 25MMX1/2 TIGRE (35467823)*30;S;86;
1894-4;N/D;UNION LR SOLD. C/ROSCA 25MMX3/4 TIGRE (35447830)*30;S;99;
1895-1;N/D;UNION RED. SOLDABLE 25X20MM TIGRE (22186663)*30;S;110;
2083-1;N/D;UNION RED. SOLDABLE 40X20MM TIGRE *20;S;;
1964-4;N/D;UNION RED. SOLDABLE 50X40MM TIGRE(27396925)*20;S;18;
1700-8;N/D;UNION SENCILLA SOLDABLE 20MM TIGRE (22170201)*50;S;-1;
1701-5;N/D;UNION SENCILLA SOLDABLE 25MM TIGRE (22170252)*50;S;20;
1982-8;N/D;UNION SENCILLA SOLDABLE 32MM TIGRE(22170325)*40;S;75;
2084-8;N/D;UNION SENCILLA SOLDABLE 60MM TIGRE *12;S;24;
2085-5;N/D;UNION SENCILLA SOLDABLE 85MM TIGRE *6;S;10;
1728-2;N/D;VALVULA P/COCHE S/CAM. TR-413;S;11;
1729-9;N/D;VALVULA P/COCHE S/CAM. TR-413 CROMADO;S;40;
1730-5;N/D;VALVULA P/COCHE S/CAM. TR-414;S;-2;
1731-2;N/D;VALVULA P/COCHE S/CAM. TR-414 CROMADO;S;10;
1732-9;N/D;VALVULA P/COCHE S/CAM. TR-415;S;14;
1733-6;N/D;VALVULA P/COCHE S/CAM. TR-425;S;14;
1734-3;N/D;VALVULA P/GAS 13KG C/MANGUERA;S;138;
1735-0;N/D;VALVULA P/MOTO S/CAM. TR-412;S;29;
1736-7;N/D;VALVULA P/MOTO S/CAM. TR-416A;S;10;
1848-7;N/D;VALVULA REGULADORA P/GAS COCINA P13XBM5/16;S;89;
1889-0;N/D;VASO BR COLORIDO 420ML (850);S;;
1888-3;N/D;VASO BR COLORIDO TEXTURIZADO (853);S;58;
1744-2;N/D;VASO DE ACERO INOXIDABLE 360ML;S;1;
1745-9;N/D;VASO TERMICO SPEAKER 600ML;S;1;
1838-8;N/D;VASO TERMO CHOPERA EPG121;S;1;
1766-4;N/D;"VENTILADOR 16"" 45W/220V";S;1;
1771-8;N/D;"VENTILADOR DE MESA RECARGABLE 6"" 2400MAH";S;1;
1832-6;N/D;VIANDA CON DIVISION AZUL;S;4;
1828-9;N/D;VIANDA CON DIVISION CREMA;S;2;
1830-2;N/D;VIANDA CON DIVISION ROJO;S;2;
1827-2;N/D;VIANDA SIMPLES AZUL;S;3;
1831-9;N/D;VIANDA SIMPLES ROJO;S;1;
